datetime,option_type,0,n_observed,spline_mode
2026-01-16 12:00:00,CE,2,12,cubic
2026-01-16 12:00:00,PE,6,8,cubic
2026-01-16 12:05:00,CE,2,12,cubic
2026-01-16 12:05:00,PE,5,9,cubic
2026-01-16 12:10:00,CE,4,10,cubic
2026-01-16 12:10:00,PE,2,12,cubic
2026-01-16 12:15:00,CE,2,12,cubic
2026-01-16 12:15:00,PE,5,9,cubic
2026-01-16 12:20:00,CE,3,11,cubic
2026-01-16 12:20:00,PE,4,10,cubic
2026-01-16 12:25:00,CE,1,13,cubic
2026-01-16 12:25:00,PE,6,8,cubic
2026-01-16 12:30:00,PE,3,11,cubic
2026-01-16 12:35:00,CE,6,8,cubic
2026-01-16 12:35:00,PE,3,11,cubic
2026-01-16 12:40:00,CE,2,12,cubic
2026-01-16 12:40:00,PE,1,13,cubic
2026-01-16 12:45:00,CE,4,10,cubic
2026-01-16 12:45:00,PE,2,12,cubic
2026-01-16 12:50:00,CE,2,12,cubic
2026-01-16 12:50:00,PE,1,13,cubic
2026-01-16 12:55:00,CE,2,12,cubic
2026-01-16 12:55:00,PE,3,11,cubic
2026-01-16 13:00:00,CE,3,11,cubic
2026-01-16 13:00:00,PE,3,11,cubic
2026-01-16 13:05:00,CE,1,13,cubic
2026-01-16 13:05:00,PE,2,12,cubic
2026-01-16 13:10:00,CE,1,13,cubic
2026-01-16 13:15:00,CE,3,11,cubic
2026-01-16 13:15:00,PE,4,10,cubic
2026-01-16 13:20:00,CE,2,12,cubic
2026-01-16 13:20:00,PE,3,11,cubic
2026-01-16 13:25:00,CE,6,8,cubic
2026-01-16 13:25:00,PE,3,11,cubic
2026-01-16 13:30:00,CE,1,13,cubic
2026-01-16 13:30:00,PE,5,9,cubic
2026-01-16 13:35:00,CE,3,11,cubic
2026-01-16 13:35:00,PE,3,11,cubic
2026-01-16 13:40:00,CE,6,8,cubic
2026-01-16 13:40:00,PE,3,11,cubic
2026-01-16 13:45:00,PE,3,11,cubic
2026-01-16 13:50:00,CE,2,12,cubic
2026-01-16 13:50:00,PE,1,13,cubic
2026-01-16 13:55:00,CE,2,12,cubic
2026-01-16 13:55:00,PE,4,10,cubic
2026-01-16 14:00:00,CE,1,13,cubic
2026-01-16 14:00:00,PE,4,10,cubic
2026-01-16 14:05:00,CE,3,11,cubic
2026-01-16 14:05:00,PE,1,13,cubic
2026-01-16 14:10:00,CE,3,11,cubic
2026-01-16 14:10:00,PE,2,12,cubic
2026-01-16 14:15:00,CE,1,13,cubic
2026-01-16 14:15:00,PE,3,11,cubic
2026-01-16 14:20:00,CE,2,12,cubic
2026-01-16 14:20:00,PE,3,11,cubic
2026-01-16 14:25:00,CE,2,12,cubic
2026-01-16 14:25:00,PE,3,11,cubic
2026-01-16 14:30:00,CE,1,13,cubic
2026-01-16 14:30:00,PE,2,12,cubic
2026-01-16 14:35:00,CE,6,8,cubic
2026-01-16 14:35:00,PE,4,10,cubic
2026-01-16 14:40:00,CE,2,12,cubic
2026-01-16 14:40:00,PE,3,11,cubic
2026-01-16 14:45:00,CE,4,10,cubic
2026-01-16 14:45:00,PE,4,10,cubic
2026-01-16 14:50:00,PE,6,8,cubic
2026-01-16 14:55:00,CE,5,9,cubic
2026-01-16 14:55:00,PE,2,12,cubic
2026-01-16 15:00:00,CE,1,13,cubic
2026-01-16 15:00:00,PE,3,11,cubic
2026-01-16 15:05:00,CE,1,13,cubic
2026-01-16 15:05:00,PE,5,9,cubic
2026-01-16 15:10:00,CE,1,13,cubic
2026-01-16 15:10:00,PE,4,10,cubic
2026-01-16 15:15:00,CE,5,9,cubic
2026-01-16 15:15:00,PE,7,7,cubic
2026-01-16 15:20:00,CE,5,9,cubic
2026-01-16 15:20:00,PE,6,8,cubic
2026-01-16 15:25:00,CE,2,12,cubic
2026-01-19 09:15:00,CE,5,9,cubic
2026-01-19 09:15:00,PE,2,12,cubic
2026-01-19 09:20:00,CE,3,11,cubic
2026-01-19 09:20:00,PE,1,13,cubic
2026-01-19 09:25:00,CE,6,8,cubic
2026-01-19 09:25:00,PE,1,13,cubic
2026-01-19 09:30:00,CE,3,11,cubic
2026-01-19 09:30:00,PE,6,8,cubic
2026-01-19 09:35:00,CE,3,11,cubic
2026-01-19 09:35:00,PE,2,12,cubic
2026-01-19 09:40:00,CE,4,10,cubic
2026-01-19 09:40:00,PE,6,8,cubic
2026-01-19 09:45:00,CE,1,13,cubic
2026-01-19 09:45:00,PE,2,12,cubic
2026-01-19 09:50:00,CE,3,11,cubic
2026-01-19 09:50:00,PE,3,11,cubic
2026-01-19 09:55:00,CE,3,11,cubic
2026-01-19 09:55:00,PE,1,13,cubic
2026-01-19 10:00:00,CE,2,12,cubic
2026-01-19 10:00:00,PE,2,12,cubic
2026-01-19 10:05:00,CE,4,10,cubic
2026-01-19 10:05:00,PE,2,12,cubic
2026-01-19 10:10:00,PE,4,10,cubic
2026-01-19 10:15:00,CE,4,10,cubic
2026-01-19 10:15:00,PE,5,9,cubic
2026-01-19 10:20:00,CE,2,12,cubic
2026-01-19 10:20:00,PE,2,12,cubic
2026-01-19 10:25:00,CE,4,10,cubic
2026-01-19 10:30:00,CE,1,13,cubic
2026-01-19 10:30:00,PE,6,8,cubic
2026-01-19 10:35:00,CE,2,12,cubic
2026-01-19 10:35:00,PE,4,10,cubic
2026-01-19 10:40:00,CE,2,12,cubic
2026-01-19 10:40:00,PE,4,10,cubic
2026-01-19 10:45:00,CE,2,12,cubic
2026-01-19 10:45:00,PE,2,12,cubic
2026-01-19 10:50:00,CE,2,12,cubic
2026-01-19 10:50:00,PE,1,13,cubic
2026-01-19 10:55:00,CE,4,10,cubic
2026-01-19 10:55:00,PE,3,11,cubic
2026-01-19 11:00:00,CE,6,8,cubic
2026-01-19 11:00:00,PE,2,12,cubic
2026-01-19 11:05:00,CE,2,12,cubic
2026-01-19 11:05:00,PE,5,9,cubic
2026-01-19 11:10:00,CE,1,13,cubic
2026-01-19 11:10:00,PE,1,13,cubic
2026-01-19 11:15:00,PE,6,8,cubic
2026-01-19 11:20:00,CE,7,7,cubic
2026-01-19 11:20:00,PE,5,9,cubic
2026-01-19 11:25:00,CE,2,12,cubic
2026-01-19 11:25:00,PE,1,13,cubic
2026-01-19 11:30:00,CE,3,11,cubic
2026-01-19 11:30:00,PE,4,10,cubic
2026-01-19 11:35:00,CE,6,8,cubic
2026-01-19 11:35:00,PE,2,12,cubic
2026-01-19 11:40:00,PE,6,8,cubic
2026-01-19 11:45:00,CE,1,13,cubic
2026-01-19 11:45:00,PE,1,13,cubic
2026-01-19 11:50:00,CE,2,12,cubic
2026-01-19 11:50:00,PE,1,13,cubic
2026-01-19 11:55:00,CE,2,12,cubic
2026-01-19 11:55:00,PE,5,9,cubic
2026-01-19 12:00:00,CE,2,12,cubic
2026-01-19 12:00:00,PE,6,8,cubic
2026-01-19 12:05:00,CE,8,6,cubic
2026-01-19 12:05:00,PE,3,11,cubic
2026-01-19 12:10:00,CE,2,12,cubic
2026-01-19 12:10:00,PE,1,13,cubic
2026-01-19 12:15:00,PE,3,11,cubic
2026-01-19 12:20:00,CE,2,12,cubic
2026-01-19 12:20:00,PE,3,11,cubic
2026-01-19 12:25:00,CE,2,12,cubic
2026-01-19 12:25:00,PE,1,13,cubic
2026-01-19 12:30:00,CE,2,12,cubic
2026-01-19 12:30:00,PE,4,10,cubic
2026-01-19 12:35:00,CE,1,13,cubic
2026-01-19 12:35:00,PE,5,9,cubic
2026-01-19 12:40:00,CE,3,11,cubic
2026-01-19 12:40:00,PE,1,13,cubic
2026-01-19 12:45:00,CE,3,11,cubic
2026-01-19 12:50:00,CE,2,12,cubic
2026-01-19 12:50:00,PE,2,12,cubic
2026-01-19 12:55:00,CE,2,12,cubic
2026-01-19 12:55:00,PE,7,7,cubic
2026-01-19 13:00:00,CE,5,9,cubic
2026-01-19 13:00:00,PE,4,10,cubic
2026-01-19 13:05:00,CE,1,13,cubic
2026-01-19 13:05:00,PE,2,12,cubic
2026-01-19 13:10:00,CE,2,12,cubic
2026-01-19 13:10:00,PE,5,9,cubic
2026-01-19 13:15:00,CE,1,13,cubic
2026-01-19 13:20:00,CE,2,12,cubic
2026-01-19 13:20:00,PE,4,10,cubic
2026-01-19 13:25:00,CE,5,9,cubic
2026-01-19 13:25:00,PE,2,12,cubic
2026-01-19 13:30:00,CE,4,10,cubic
2026-01-19 13:30:00,PE,3,11,cubic
2026-01-19 13:35:00,CE,2,12,cubic
2026-01-19 13:35:00,PE,2,12,cubic
2026-01-19 13:40:00,CE,5,9,cubic
2026-01-19 13:40:00,PE,1,13,cubic
2026-01-19 13:45:00,CE,2,12,cubic
2026-01-19 13:45:00,PE,3,11,cubic
2026-01-19 13:50:00,CE,3,11,cubic
2026-01-19 13:50:00,PE,3,11,cubic
2026-01-19 13:55:00,CE,5,9,cubic
2026-01-19 13:55:00,PE,2,12,cubic
2026-01-19 14:00:00,CE,4,10,cubic
2026-01-19 14:00:00,PE,2,12,cubic
2026-01-19 14:05:00,CE,2,12,cubic
2026-01-19 14:05:00,PE,4,10,cubic
2026-01-19 14:10:00,CE,2,12,cubic
2026-01-19 14:10:00,PE,3,11,cubic
2026-01-19 14:15:00,CE,1,13,cubic
2026-01-19 14:15:00,PE,7,7,cubic
2026-01-19 14:20:00,CE,2,12,cubic
2026-01-19 14:20:00,PE,2,12,cubic
2026-01-19 14:25:00,CE,4,10,cubic
2026-01-19 14:25:00,PE,2,12,cubic
2026-01-19 14:30:00,PE,5,9,cubic
2026-01-19 14:35:00,CE,4,10,cubic
2026-01-19 14:35:00,PE,3,11,cubic
2026-01-19 14:40:00,CE,1,13,cubic
2026-01-19 14:40:00,PE,3,11,cubic
2026-01-19 14:45:00,CE,2,12,cubic
2026-01-19 14:45:00,PE,5,9,cubic
2026-01-19 14:50:00,CE,1,13,cubic
2026-01-19 14:50:00,PE,4,10,cubic
2026-01-19 14:55:00,CE,4,10,cubic
2026-01-19 14:55:00,PE,2,12,cubic
2026-01-19 15:00:00,CE,3,11,cubic
2026-01-19 15:00:00,PE,2,12,cubic
2026-01-19 15:05:00,CE,3,11,cubic
2026-01-19 15:05:00,PE,1,13,cubic
2026-01-19 15:10:00,CE,2,12,cubic
2026-01-19 15:10:00,PE,3,11,cubic
2026-01-19 15:15:00,CE,3,11,cubic
2026-01-19 15:15:00,PE,5,9,cubic
2026-01-19 15:20:00,CE,4,10,cubic
2026-01-19 15:20:00,PE,1,13,cubic
2026-01-19 15:25:00,CE,2,12,cubic
2026-01-19 15:25:00,PE,3,11,cubic
2026-01-20 09:15:00,CE,5,9,cubic
2026-01-20 09:15:00,PE,5,9,cubic
2026-01-20 09:20:00,CE,6,8,cubic
2026-01-20 09:20:00,PE,3,11,cubic
2026-01-20 09:25:00,CE,1,13,cubic
2026-01-20 09:25:00,PE,2,12,cubic
2026-01-20 09:30:00,CE,3,11,cubic
2026-01-20 09:30:00,PE,3,11,cubic
2026-01-20 09:35:00,CE,4,10,cubic
2026-01-20 09:35:00,PE,1,13,cubic
2026-01-20 09:40:00,CE,4,10,cubic
2026-01-20 09:40:00,PE,3,11,cubic
2026-01-20 09:45:00,CE,3,11,cubic
2026-01-20 09:45:00,PE,1,13,cubic
2026-01-20 09:50:00,CE,1,13,cubic
2026-01-20 09:50:00,PE,3,11,cubic
2026-01-20 09:55:00,PE,3,11,cubic
2026-01-20 10:00:00,CE,5,9,cubic
2026-01-20 10:00:00,PE,3,11,cubic
2026-01-20 10:05:00,CE,3,11,cubic
2026-01-20 10:10:00,CE,1,13,cubic
2026-01-20 10:10:00,PE,2,12,cubic
2026-01-20 10:15:00,CE,2,12,cubic
2026-01-20 10:15:00,PE,1,13,cubic
2026-01-20 10:20:00,CE,2,12,cubic
2026-01-20 10:20:00,PE,1,13,cubic
2026-01-20 10:25:00,CE,3,11,cubic
2026-01-20 10:25:00,PE,3,11,cubic
2026-01-20 10:30:00,CE,3,11,cubic
2026-01-20 10:30:00,PE,4,10,cubic
2026-01-20 10:35:00,CE,3,11,cubic
2026-01-20 10:35:00,PE,2,12,cubic
2026-01-20 10:40:00,CE,2,12,cubic
2026-01-20 10:40:00,PE,2,12,cubic
2026-01-20 10:45:00,CE,3,11,cubic
2026-01-20 10:45:00,PE,1,13,cubic
2026-01-20 10:50:00,CE,2,12,cubic
2026-01-20 10:50:00,PE,2,12,cubic
2026-01-20 10:55:00,CE,4,10,cubic
2026-01-20 10:55:00,PE,5,9,cubic
2026-01-20 11:00:00,CE,1,13,cubic
2026-01-20 11:00:00,PE,3,11,cubic
2026-01-20 11:05:00,CE,4,10,cubic
2026-01-20 11:05:00,PE,3,11,cubic
2026-01-20 11:10:00,CE,2,12,cubic
2026-01-20 11:10:00,PE,2,12,cubic
2026-01-20 11:15:00,CE,2,12,cubic
2026-01-20 11:15:00,PE,4,10,cubic
2026-01-20 11:20:00,CE,2,12,cubic
2026-01-20 11:20:00,PE,1,13,cubic
2026-01-20 11:25:00,CE,4,10,cubic
2026-01-20 11:25:00,PE,3,11,cubic
2026-01-20 11:30:00,CE,4,10,cubic
2026-01-20 11:30:00,PE,3,11,cubic
2026-01-20 11:35:00,CE,3,11,cubic
2026-01-20 11:35:00,PE,1,13,cubic
2026-01-20 11:40:00,CE,1,13,cubic
2026-01-20 11:40:00,PE,6,8,cubic
2026-01-20 11:45:00,CE,4,10,cubic
2026-01-20 11:45:00,PE,2,12,cubic
2026-01-20 11:50:00,CE,3,11,cubic
2026-01-20 11:50:00,PE,4,10,cubic
2026-01-20 11:55:00,CE,2,12,cubic
2026-01-20 11:55:00,PE,4,10,cubic
2026-01-20 12:00:00,CE,2,12,cubic
2026-01-20 12:00:00,PE,4,10,cubic
2026-01-20 12:05:00,CE,1,13,cubic
2026-01-20 12:05:00,PE,2,12,cubic
2026-01-20 12:10:00,PE,6,8,cubic
2026-01-20 12:15:00,CE,2,12,cubic
2026-01-20 12:15:00,PE,4,10,cubic
2026-01-20 12:20:00,CE,5,9,cubic
2026-01-20 12:20:00,PE,3,11,cubic
2026-01-20 12:25:00,CE,2,12,cubic
2026-01-20 12:25:00,PE,3,11,cubic
2026-01-20 12:30:00,CE,2,12,cubic
2026-01-20 12:30:00,PE,5,9,cubic
2026-01-20 12:35:00,CE,6,8,cubic
2026-01-20 12:35:00,PE,3,11,cubic
2026-01-20 12:40:00,CE,2,12,cubic
2026-01-20 12:40:00,PE,5,9,cubic
2026-01-20 12:45:00,PE,4,10,cubic
2026-01-20 12:50:00,CE,3,11,cubic
2026-01-20 12:50:00,PE,1,13,cubic
2026-01-20 12:55:00,CE,1,13,cubic
2026-01-20 12:55:00,PE,1,13,cubic
2026-01-20 13:00:00,CE,3,11,cubic
2026-01-20 13:00:00,PE,3,11,cubic
2026-01-20 13:05:00,CE,4,10,cubic
2026-01-20 13:05:00,PE,2,12,cubic
2026-01-20 13:10:00,CE,2,12,cubic
2026-01-20 13:10:00,PE,4,10,cubic
2026-01-20 13:15:00,CE,3,11,cubic
2026-01-20 13:15:00,PE,4,10,cubic
2026-01-20 13:20:00,CE,3,11,cubic
2026-01-20 13:20:00,PE,3,11,cubic
2026-01-20 13:25:00,CE,1,13,cubic
2026-01-20 13:25:00,PE,4,10,cubic
2026-01-20 13:30:00,CE,1,13,cubic
2026-01-20 13:30:00,PE,3,11,cubic
2026-01-20 13:35:00,CE,1,13,cubic
2026-01-20 13:35:00,PE,1,13,cubic
2026-01-20 13:40:00,PE,3,11,cubic
2026-01-20 13:45:00,PE,3,11,cubic
2026-01-20 13:50:00,CE,4,10,cubic
2026-01-20 13:50:00,PE,5,9,cubic
2026-01-20 13:55:00,CE,3,11,cubic
2026-01-20 13:55:00,PE,1,13,cubic
2026-01-20 14:00:00,CE,2,12,cubic
2026-01-20 14:00:00,PE,6,8,cubic
2026-01-20 14:05:00,CE,3,11,cubic
2026-01-20 14:05:00,PE,2,12,cubic
2026-01-20 14:10:00,CE,5,9,cubic
2026-01-20 14:10:00,PE,5,9,cubic
2026-01-20 14:15:00,CE,5,9,cubic
2026-01-20 14:15:00,PE,5,9,cubic
2026-01-20 14:20:00,CE,3,11,cubic
2026-01-20 14:25:00,CE,2,12,cubic
2026-01-20 14:25:00,PE,2,12,cubic
2026-01-20 14:30:00,CE,6,8,cubic
2026-01-20 14:30:00,PE,2,12,cubic
2026-01-20 14:35:00,CE,3,11,cubic
2026-01-20 14:35:00,PE,2,12,cubic
2026-01-20 14:40:00,CE,2,12,cubic
2026-01-20 14:40:00,PE,1,13,cubic
2026-01-20 14:45:00,CE,3,11,cubic
2026-01-20 14:45:00,PE,1,13,cubic
2026-01-20 14:50:00,CE,2,12,cubic
2026-01-20 14:50:00,PE,4,10,cubic
2026-01-20 14:55:00,CE,1,13,cubic
2026-01-20 14:55:00,PE,3,11,cubic
2026-01-20 15:00:00,CE,4,10,cubic
2026-01-20 15:00:00,PE,1,13,cubic
2026-01-20 15:05:00,CE,3,11,cubic
2026-01-20 15:05:00,PE,3,11,cubic
2026-01-20 15:10:00,CE,4,10,cubic
2026-01-20 15:10:00,PE,2,12,cubic
2026-01-20 15:15:00,CE,4,10,cubic
2026-01-20 15:15:00,PE,6,8,cubic
2026-01-20 15:20:00,CE,3,11,cubic
2026-01-20 15:20:00,PE,3,11,cubic
2026-01-20 15:25:00,CE,4,10,cubic
2026-01-20 15:25:00,PE,2,12,cubic
2026-01-21 09:15:00,CE,4,10,cubic
2026-01-21 09:20:00,PE,3,11,cubic
2026-01-21 09:25:00,CE,3,11,cubic
2026-01-21 09:25:00,PE,4,10,cubic
2026-01-21 09:30:00,CE,2,12,cubic
2026-01-21 09:30:00,PE,4,10,cubic
2026-01-21 09:35:00,CE,4,10,cubic
2026-01-21 09:35:00,PE,2,12,cubic
2026-01-21 09:40:00,CE,4,10,cubic
2026-01-21 09:40:00,PE,2,12,cubic
2026-01-21 09:45:00,CE,4,10,cubic
2026-01-21 09:45:00,PE,3,11,cubic
2026-01-21 09:50:00,CE,3,11,cubic
2026-01-21 09:50:00,PE,2,12,cubic
2026-01-21 09:55:00,CE,5,9,cubic
2026-01-21 09:55:00,PE,4,10,cubic
2026-01-21 10:00:00,CE,3,11,cubic
2026-01-21 10:00:00,PE,2,12,cubic
2026-01-21 10:05:00,CE,4,10,cubic
2026-01-21 10:10:00,CE,2,12,cubic
2026-01-21 10:10:00,PE,2,12,cubic
2026-01-21 10:15:00,CE,2,12,cubic
2026-01-21 10:15:00,PE,4,10,cubic
2026-01-21 10:20:00,CE,1,13,cubic
2026-01-21 10:25:00,CE,2,12,cubic
2026-01-21 10:25:00,PE,2,12,cubic
2026-01-21 10:30:00,CE,4,10,cubic
2026-01-21 10:30:00,PE,3,11,cubic
2026-01-21 10:35:00,CE,4,10,cubic
2026-01-21 10:35:00,PE,2,12,cubic
2026-01-21 10:40:00,CE,3,11,cubic
2026-01-21 10:40:00,PE,2,12,cubic
2026-01-21 10:45:00,CE,3,11,cubic
2026-01-21 10:45:00,PE,2,12,cubic
2026-01-21 10:50:00,CE,4,10,cubic
2026-01-21 10:50:00,PE,4,10,cubic
2026-01-21 10:55:00,CE,3,11,cubic
2026-01-21 10:55:00,PE,5,9,cubic
2026-01-21 11:00:00,CE,1,13,cubic
2026-01-21 11:00:00,PE,5,9,cubic
2026-01-21 11:05:00,CE,1,13,cubic
2026-01-21 11:05:00,PE,4,10,cubic
2026-01-21 11:10:00,CE,5,9,cubic
2026-01-21 11:10:00,PE,1,13,cubic
2026-01-21 11:15:00,CE,1,13,cubic
2026-01-21 11:15:00,PE,2,12,cubic
2026-01-21 11:20:00,CE,5,9,cubic
2026-01-21 11:20:00,PE,1,13,cubic
2026-01-21 11:25:00,PE,2,12,cubic
2026-01-21 11:30:00,CE,4,10,cubic
2026-01-21 11:30:00,PE,4,10,cubic
2026-01-21 11:35:00,CE,2,12,cubic
2026-01-21 11:35:00,PE,2,12,cubic
2026-01-21 11:40:00,CE,2,12,cubic
2026-01-21 11:40:00,PE,2,12,cubic
2026-01-21 11:45:00,CE,2,12,cubic
2026-01-21 11:45:00,PE,2,12,cubic
2026-01-21 11:50:00,PE,3,11,cubic
2026-01-21 11:55:00,PE,4,10,cubic
2026-01-21 12:00:00,CE,2,12,cubic
2026-01-21 12:00:00,PE,4,10,cubic
2026-01-21 12:05:00,CE,2,12,cubic
2026-01-21 12:05:00,PE,2,12,cubic
2026-01-21 12:10:00,CE,2,12,cubic
2026-01-21 12:10:00,PE,3,11,cubic
2026-01-21 12:15:00,CE,2,12,cubic
2026-01-21 12:15:00,PE,2,12,cubic
2026-01-21 12:20:00,CE,4,10,cubic
2026-01-21 12:20:00,PE,2,12,cubic
2026-01-21 12:25:00,CE,2,12,cubic
2026-01-21 12:25:00,PE,4,10,cubic
2026-01-21 12:30:00,CE,2,12,cubic
2026-01-21 12:30:00,PE,2,12,cubic
2026-01-21 12:35:00,CE,2,12,cubic
2026-01-21 12:35:00,PE,2,12,cubic
2026-01-21 12:40:00,CE,3,11,cubic
2026-01-21 12:40:00,PE,3,11,cubic
2026-01-21 12:45:00,CE,3,11,cubic
2026-01-21 12:45:00,PE,2,12,cubic
2026-01-21 12:50:00,CE,3,11,cubic
2026-01-21 12:50:00,PE,2,12,cubic
2026-01-21 12:55:00,CE,7,7,cubic
2026-01-21 13:00:00,CE,1,13,cubic
2026-01-21 13:00:00,PE,2,12,cubic
2026-01-21 13:05:00,CE,3,11,cubic
2026-01-21 13:05:00,PE,3,11,cubic
2026-01-21 13:10:00,CE,2,12,cubic
2026-01-21 13:15:00,CE,2,12,cubic
2026-01-21 13:15:00,PE,1,13,cubic
2026-01-21 13:20:00,CE,2,12,cubic
2026-01-21 13:20:00,PE,4,10,cubic
2026-01-21 13:25:00,CE,4,10,cubic
2026-01-21 13:25:00,PE,4,10,cubic
2026-01-21 13:30:00,CE,5,9,cubic
2026-01-21 13:30:00,PE,2,12,cubic
2026-01-21 13:35:00,CE,2,12,cubic
2026-01-21 13:35:00,PE,4,10,cubic
2026-01-21 13:40:00,CE,3,11,cubic
2026-01-21 13:40:00,PE,2,12,cubic
2026-01-21 13:45:00,CE,2,12,cubic
2026-01-21 13:45:00,PE,1,13,cubic
2026-01-21 13:50:00,CE,1,13,cubic
