datetime,option_type,0,n_observed,spline_mode
2026-01-21 13:50:00,PE,1,13,cubic
2026-01-21 13:55:00,CE,2,12,cubic
2026-01-21 13:55:00,PE,2,12,cubic
2026-01-21 14:00:00,CE,1,13,cubic
2026-01-21 14:00:00,PE,4,10,cubic
2026-01-21 14:05:00,CE,3,11,cubic
2026-01-21 14:05:00,PE,2,12,cubic
2026-01-21 14:10:00,CE,4,10,cubic
2026-01-21 14:10:00,PE,5,9,cubic
2026-01-21 14:15:00,CE,3,11,cubic
2026-01-21 14:15:00,PE,1,13,cubic
2026-01-21 14:20:00,CE,4,10,cubic
2026-01-21 14:20:00,PE,3,11,cubic
2026-01-21 14:25:00,CE,1,13,cubic
2026-01-21 14:25:00,PE,4,10,cubic
2026-01-21 14:30:00,CE,3,11,cubic
2026-01-21 14:30:00,PE,3,11,cubic
2026-01-21 14:35:00,CE,3,11,cubic
2026-01-21 14:35:00,PE,4,10,cubic
2026-01-21 14:40:00,CE,4,10,cubic
2026-01-21 14:40:00,PE,6,8,cubic
2026-01-21 14:45:00,CE,3,11,cubic
2026-01-21 14:45:00,PE,1,13,cubic
2026-01-21 14:50:00,CE,5,9,cubic
2026-01-21 14:50:00,PE,2,12,cubic
2026-01-21 14:55:00,CE,3,11,cubic
2026-01-21 14:55:00,PE,1,13,cubic
2026-01-21 15:00:00,CE,4,10,cubic
2026-01-21 15:00:00,PE,5,9,cubic
2026-01-21 15:05:00,CE,1,13,cubic
2026-01-21 15:05:00,PE,2,12,cubic
2026-01-21 15:10:00,CE,4,10,cubic
2026-01-21 15:10:00,PE,3,11,cubic
2026-01-21 15:15:00,CE,6,8,cubic
2026-01-21 15:15:00,PE,4,10,cubic
2026-01-21 15:20:00,CE,2,12,cubic
2026-01-21 15:20:00,PE,3,11,cubic
2026-01-21 15:25:00,CE,1,13,cubic
2026-01-21 15:25:00,PE,5,9,cubic
2026-01-22 09:15:00,CE,1,13,cubic
2026-01-22 09:15:00,PE,2,12,cubic
2026-01-22 09:20:00,CE,2,12,cubic
2026-01-22 09:20:00,PE,5,9,cubic
2026-01-22 09:25:00,CE,4,10,cubic
2026-01-22 09:25:00,PE,2,12,cubic
2026-01-22 09:30:00,CE,4,10,cubic
2026-01-22 09:30:00,PE,4,10,cubic
2026-01-22 09:35:00,PE,1,13,cubic
2026-01-22 09:40:00,CE,2,12,cubic
2026-01-22 09:40:00,PE,2,12,cubic
2026-01-22 09:45:00,PE,2,12,cubic
2026-01-22 09:50:00,CE,5,9,cubic
2026-01-22 09:50:00,PE,4,10,cubic
2026-01-22 09:55:00,CE,2,12,cubic
2026-01-22 09:55:00,PE,3,11,cubic
2026-01-22 10:00:00,CE,4,10,cubic
2026-01-22 10:00:00,PE,3,11,cubic
2026-01-22 10:05:00,CE,5,9,cubic
2026-01-22 10:05:00,PE,3,11,cubic
2026-01-22 10:10:00,CE,4,10,cubic
2026-01-22 10:10:00,PE,5,9,cubic
2026-01-22 10:15:00,CE,2,12,cubic
2026-01-22 10:15:00,PE,3,11,cubic
2026-01-22 10:20:00,CE,4,10,cubic
2026-01-22 10:20:00,PE,3,11,cubic
2026-01-22 10:25:00,CE,2,12,cubic
2026-01-22 10:25:00,PE,4,10,cubic
2026-01-22 10:30:00,CE,2,12,cubic
2026-01-22 10:30:00,PE,1,13,cubic
2026-01-22 10:35:00,CE,4,10,cubic
2026-01-22 10:35:00,PE,1,13,cubic
2026-01-22 10:40:00,CE,3,11,cubic
2026-01-22 10:40:00,PE,3,11,cubic
2026-01-22 10:45:00,CE,6,8,cubic
2026-01-22 10:45:00,PE,2,12,cubic
2026-01-22 10:50:00,CE,5,9,cubic
2026-01-22 10:50:00,PE,6,8,cubic
2026-01-22 10:55:00,CE,1,13,cubic
2026-01-22 10:55:00,PE,3,11,cubic
2026-01-22 11:00:00,CE,1,13,cubic
2026-01-22 11:00:00,PE,2,12,cubic
2026-01-22 11:05:00,CE,4,10,cubic
2026-01-22 11:05:00,PE,2,12,cubic
2026-01-22 11:10:00,CE,3,11,cubic
2026-01-22 11:10:00,PE,6,8,cubic
2026-01-22 11:15:00,CE,6,8,cubic
2026-01-22 11:15:00,PE,2,12,cubic
2026-01-22 11:20:00,CE,2,12,cubic
2026-01-22 11:20:00,PE,3,11,cubic
2026-01-22 11:25:00,CE,3,11,cubic
2026-01-22 11:25:00,PE,5,9,cubic
2026-01-22 11:30:00,CE,2,12,cubic
2026-01-22 11:30:00,PE,1,13,cubic
2026-01-22 11:35:00,CE,2,12,cubic
2026-01-22 11:35:00,PE,1,13,cubic
2026-01-22 11:40:00,CE,2,12,cubic
2026-01-22 11:40:00,PE,2,12,cubic
2026-01-22 11:45:00,CE,1,13,cubic
2026-01-22 11:45:00,PE,3,11,cubic
2026-01-22 11:50:00,CE,4,10,cubic
2026-01-22 11:50:00,PE,2,12,cubic
2026-01-22 11:55:00,PE,2,12,cubic
2026-01-22 12:00:00,CE,4,10,cubic
2026-01-22 12:00:00,PE,2,12,cubic
2026-01-22 12:05:00,CE,4,10,cubic
2026-01-22 12:05:00,PE,1,13,cubic
2026-01-22 12:10:00,CE,3,11,cubic
2026-01-22 12:10:00,PE,2,12,cubic
2026-01-22 12:15:00,CE,3,11,cubic
2026-01-22 12:15:00,PE,3,11,cubic
2026-01-22 12:20:00,CE,3,11,cubic
2026-01-22 12:20:00,PE,2,12,cubic
2026-01-22 12:25:00,CE,1,13,cubic
2026-01-22 12:25:00,PE,4,10,cubic
2026-01-22 12:30:00,CE,4,10,cubic
2026-01-22 12:30:00,PE,4,10,cubic
2026-01-22 12:35:00,CE,2,12,cubic
2026-01-22 12:35:00,PE,2,12,cubic
2026-01-22 12:40:00,CE,1,13,cubic
2026-01-22 12:40:00,PE,1,13,cubic
2026-01-22 12:45:00,CE,8,6,cubic
2026-01-22 12:45:00,PE,2,12,cubic
2026-01-22 12:50:00,CE,3,11,cubic
2026-01-22 12:50:00,PE,3,11,cubic
2026-01-22 12:55:00,CE,2,12,cubic
2026-01-22 12:55:00,PE,2,12,cubic
2026-01-22 13:00:00,CE,1,13,cubic
2026-01-22 13:00:00,PE,3,11,cubic
2026-01-22 13:05:00,CE,3,11,cubic
2026-01-22 13:05:00,PE,4,10,cubic
2026-01-22 13:10:00,CE,4,10,cubic
2026-01-22 13:10:00,PE,1,13,cubic
2026-01-22 13:15:00,CE,2,12,cubic
2026-01-22 13:15:00,PE,3,11,cubic
2026-01-22 13:20:00,CE,3,11,cubic
2026-01-22 13:20:00,PE,3,11,cubic
2026-01-22 13:25:00,CE,3,11,cubic
2026-01-22 13:25:00,PE,2,12,cubic
2026-01-22 13:30:00,CE,2,12,cubic
2026-01-22 13:30:00,PE,5,9,cubic
2026-01-22 13:35:00,CE,6,8,cubic
2026-01-22 13:35:00,PE,5,9,cubic
2026-01-22 13:40:00,CE,5,9,cubic
2026-01-22 13:40:00,PE,6,8,cubic
2026-01-22 13:45:00,CE,4,10,cubic
2026-01-22 13:45:00,PE,1,13,cubic
2026-01-22 13:50:00,CE,2,12,cubic
2026-01-22 13:50:00,PE,1,13,cubic
2026-01-22 13:55:00,CE,5,9,cubic
2026-01-22 13:55:00,PE,3,11,cubic
2026-01-22 14:00:00,CE,4,10,cubic
2026-01-22 14:00:00,PE,4,10,cubic
2026-01-22 14:05:00,CE,3,11,cubic
2026-01-22 14:05:00,PE,4,10,cubic
2026-01-22 14:10:00,CE,1,13,cubic
2026-01-22 14:10:00,PE,3,11,cubic
2026-01-22 14:15:00,CE,1,13,cubic
2026-01-22 14:15:00,PE,4,10,cubic
2026-01-22 14:20:00,CE,6,8,cubic
2026-01-22 14:20:00,PE,6,8,cubic
2026-01-22 14:25:00,CE,1,13,cubic
2026-01-22 14:25:00,PE,4,10,cubic
2026-01-22 14:30:00,CE,4,10,cubic
2026-01-22 14:30:00,PE,2,12,cubic
2026-01-22 14:35:00,CE,1,13,cubic
2026-01-22 14:35:00,PE,2,12,cubic
2026-01-22 14:40:00,CE,4,10,cubic
2026-01-22 14:40:00,PE,1,13,cubic
2026-01-22 14:45:00,CE,1,13,cubic
2026-01-22 14:45:00,PE,1,13,cubic
2026-01-22 14:50:00,CE,4,10,cubic
2026-01-22 14:50:00,PE,2,12,cubic
2026-01-22 14:55:00,CE,2,12,cubic
2026-01-22 14:55:00,PE,2,12,cubic
2026-01-22 15:00:00,CE,2,12,cubic
2026-01-22 15:00:00,PE,3,11,cubic
2026-01-22 15:05:00,CE,3,11,cubic
2026-01-22 15:10:00,CE,2,12,cubic
2026-01-22 15:10:00,PE,4,10,cubic
2026-01-22 15:15:00,CE,5,9,cubic
2026-01-22 15:15:00,PE,3,11,cubic
2026-01-22 15:20:00,CE,2,12,cubic
2026-01-22 15:20:00,PE,1,13,cubic
2026-01-22 15:25:00,CE,6,8,cubic
2026-01-22 15:25:00,PE,4,10,cubic
2026-01-23 09:15:00,CE,6,8,cubic
2026-01-23 09:15:00,PE,3,11,cubic
2026-01-23 09:20:00,CE,3,11,cubic
2026-01-23 09:20:00,PE,2,12,cubic
2026-01-23 09:25:00,CE,3,11,cubic
2026-01-23 09:25:00,PE,2,12,cubic
2026-01-23 09:30:00,CE,2,12,cubic
2026-01-23 09:30:00,PE,6,8,cubic
2026-01-23 09:35:00,CE,2,12,cubic
2026-01-23 09:35:00,PE,3,11,cubic
2026-01-23 09:40:00,CE,3,11,cubic
2026-01-23 09:45:00,CE,2,12,cubic
2026-01-23 09:45:00,PE,5,9,cubic
2026-01-23 09:50:00,CE,4,10,cubic
2026-01-23 09:50:00,PE,4,10,cubic
2026-01-23 09:55:00,CE,3,11,cubic
2026-01-23 09:55:00,PE,4,10,cubic
2026-01-23 10:00:00,CE,4,10,cubic
2026-01-23 10:00:00,PE,1,13,cubic
2026-01-23 10:05:00,CE,1,13,cubic
2026-01-23 10:05:00,PE,4,10,cubic
2026-01-23 10:10:00,CE,1,13,cubic
2026-01-23 10:10:00,PE,5,9,cubic
2026-01-23 10:15:00,CE,4,10,cubic
2026-01-23 10:15:00,PE,1,13,cubic
2026-01-23 10:20:00,CE,4,10,cubic
2026-01-23 10:25:00,CE,2,12,cubic
2026-01-23 10:25:00,PE,4,10,cubic
2026-01-23 10:30:00,PE,4,10,cubic
2026-01-23 10:35:00,CE,1,13,cubic
2026-01-23 10:35:00,PE,6,8,cubic
2026-01-23 10:40:00,CE,2,12,cubic
2026-01-23 10:40:00,PE,3,11,cubic
2026-01-23 10:45:00,CE,3,11,cubic
2026-01-23 10:45:00,PE,2,12,cubic
2026-01-23 10:50:00,CE,5,9,cubic
2026-01-23 10:50:00,PE,1,13,cubic
2026-01-23 10:55:00,CE,1,13,cubic
2026-01-23 10:55:00,PE,3,11,cubic
2026-01-23 11:00:00,CE,3,11,cubic
2026-01-23 11:00:00,PE,1,13,cubic
2026-01-23 11:05:00,CE,4,10,cubic
2026-01-23 11:05:00,PE,1,13,cubic
2026-01-23 11:10:00,CE,2,12,cubic
2026-01-23 11:10:00,PE,2,12,cubic
2026-01-23 11:15:00,CE,5,9,cubic
2026-01-23 11:15:00,PE,3,11,cubic
2026-01-23 11:20:00,CE,2,12,cubic
2026-01-23 11:20:00,PE,4,10,cubic
2026-01-23 11:25:00,CE,3,11,cubic
2026-01-23 11:25:00,PE,3,11,cubic
2026-01-23 11:30:00,CE,5,9,cubic
2026-01-23 11:30:00,PE,3,11,cubic
2026-01-23 11:35:00,CE,2,12,cubic
2026-01-23 11:35:00,PE,1,13,cubic
2026-01-23 11:40:00,CE,3,11,cubic
2026-01-23 11:40:00,PE,3,11,cubic
2026-01-23 11:45:00,CE,3,11,cubic
2026-01-23 11:50:00,CE,3,11,cubic
2026-01-23 11:50:00,PE,2,12,cubic
2026-01-23 11:55:00,CE,3,11,cubic
2026-01-23 11:55:00,PE,2,12,cubic
2026-01-23 12:00:00,CE,4,10,cubic
2026-01-23 12:00:00,PE,3,11,cubic
2026-01-23 12:05:00,CE,3,11,cubic
2026-01-23 12:05:00,PE,1,13,cubic
2026-01-23 12:10:00,CE,3,11,cubic
2026-01-23 12:10:00,PE,3,11,cubic
2026-01-23 12:15:00,CE,3,11,cubic
2026-01-23 12:20:00,CE,5,9,cubic
2026-01-23 12:20:00,PE,1,13,cubic
2026-01-23 12:25:00,CE,3,11,cubic
2026-01-23 12:25:00,PE,4,10,cubic
2026-01-23 12:30:00,CE,3,11,cubic
2026-01-23 12:30:00,PE,4,10,cubic
2026-01-23 12:35:00,CE,2,12,cubic
2026-01-23 12:35:00,PE,3,11,cubic
2026-01-23 12:40:00,CE,1,13,cubic
2026-01-23 12:40:00,PE,3,11,cubic
2026-01-23 12:45:00,CE,1,13,cubic
2026-01-23 12:45:00,PE,3,11,cubic
2026-01-23 12:50:00,CE,5,9,cubic
2026-01-23 12:50:00,PE,3,11,cubic
2026-01-23 12:55:00,CE,4,10,cubic
2026-01-23 12:55:00,PE,1,13,cubic
2026-01-23 13:00:00,CE,2,12,cubic
2026-01-23 13:00:00,PE,1,13,cubic
2026-01-23 13:05:00,CE,2,12,cubic
2026-01-23 13:05:00,PE,1,13,cubic
2026-01-23 13:10:00,CE,2,12,cubic
2026-01-23 13:10:00,PE,5,9,cubic
2026-01-23 13:15:00,CE,4,10,cubic
2026-01-23 13:15:00,PE,2,12,cubic
2026-01-23 13:20:00,CE,3,11,cubic
2026-01-23 13:20:00,PE,2,12,cubic
2026-01-23 13:25:00,CE,1,13,cubic
2026-01-23 13:25:00,PE,3,11,cubic
2026-01-23 13:30:00,CE,3,11,cubic
2026-01-23 13:30:00,PE,3,11,cubic
2026-01-23 13:35:00,CE,4,10,cubic
2026-01-23 13:35:00,PE,3,11,cubic
2026-01-23 13:40:00,CE,3,11,cubic
2026-01-23 13:40:00,PE,3,11,cubic
2026-01-23 13:45:00,CE,3,11,cubic
2026-01-23 13:45:00,PE,5,9,cubic
2026-01-23 13:50:00,CE,1,13,cubic
2026-01-23 13:50:00,PE,3,11,cubic
2026-01-23 13:55:00,CE,5,9,cubic
2026-01-23 14:00:00,CE,4,10,cubic
2026-01-23 14:00:00,PE,2,12,cubic
2026-01-23 14:05:00,CE,1,13,cubic
2026-01-23 14:05:00,PE,2,12,cubic
2026-01-23 14:10:00,CE,2,12,cubic
2026-01-23 14:10:00,PE,1,13,cubic
2026-01-23 14:15:00,CE,2,12,cubic
2026-01-23 14:15:00,PE,1,13,cubic
2026-01-23 14:20:00,CE,5,9,cubic
2026-01-23 14:20:00,PE,2,12,cubic
2026-01-23 14:25:00,CE,4,10,cubic
2026-01-23 14:25:00,PE,3,11,cubic
2026-01-23 14:30:00,CE,1,13,cubic
2026-01-23 14:30:00,PE,1,13,cubic
2026-01-23 14:35:00,CE,6,8,cubic
2026-01-23 14:35:00,PE,3,11,cubic
2026-01-23 14:40:00,CE,4,10,cubic
2026-01-23 14:40:00,PE,5,9,cubic
2026-01-23 14:45:00,CE,4,10,cubic
2026-01-23 14:45:00,PE,3,11,cubic
2026-01-23 14:50:00,CE,3,11,cubic
2026-01-23 14:50:00,PE,3,11,cubic
2026-01-23 14:55:00,CE,3,11,cubic
2026-01-23 14:55:00,PE,2,12,cubic
2026-01-23 15:00:00,PE,4,10,cubic
2026-01-23 15:05:00,CE,1,13,cubic
2026-01-23 15:05:00,PE,2,12,cubic
2026-01-23 15:10:00,CE,5,9,cubic
2026-01-23 15:10:00,PE,5,9,cubic
2026-01-23 15:15:00,PE,3,11,cubic
2026-01-23 15:20:00,CE,5,9,cubic
2026-01-23 15:20:00,PE,3,11,cubic
2026-01-23 15:25:00,CE,1,13,cubic
2026-01-23 15:25:00,PE,2,12,cubic
2026-01-27 09:15:00,CE,3,11,cubic
2026-01-27 09:20:00,CE,5,9,cubic
2026-01-27 09:20:00,PE,3,11,cubic
2026-01-27 09:25:00,CE,3,11,cubic
2026-01-27 09:25:00,PE,3,11,cubic
2026-01-27 09:30:00,CE,5,9,cubic
2026-01-27 09:30:00,PE,3,11,cubic
2026-01-27 09:35:00,CE,2,12,cubic
2026-01-27 09:35:00,PE,2,12,cubic
2026-01-27 09:45:00,CE,3,11,cubic
2026-01-27 09:45:00,PE,4,10,cubic
2026-01-27 09:50:00,CE,1,13,cubic
2026-01-27 09:50:00,PE,4,10,cubic
2026-01-27 09:55:00,CE,3,11,cubic
2026-01-27 09:55:00,PE,4,10,cubic
2026-01-27 10:00:00,CE,7,7,cubic
2026-01-27 10:00:00,PE,1,13,cubic
2026-01-27 10:05:00,CE,1,13,cubic
2026-01-27 10:05:00,PE,3,11,cubic
2026-01-27 10:10:00,CE,2,12,cubic
2026-01-27 10:10:00,PE,2,12,cubic
2026-01-27 10:15:00,CE,1,13,cubic
2026-01-27 10:20:00,CE,2,12,cubic
2026-01-27 10:20:00,PE,5,9,cubic
2026-01-27 10:25:00,CE,3,11,cubic
2026-01-27 10:25:00,PE,2,12,cubic
2026-01-27 10:30:00,CE,4,10,cubic
2026-01-27 10:30:00,PE,2,12,cubic
2026-01-27 10:35:00,CE,3,11,cubic
2026-01-27 10:35:00,PE,3,11,cubic
2026-01-27 10:40:00,CE,4,10,cubic
2026-01-27 10:40:00,PE,1,13,cubic
2026-01-27 10:45:00,CE,3,11,cubic
2026-01-27 10:45:00,PE,3,11,cubic
2026-01-27 10:50:00,CE,3,11,cubic
2026-01-27 10:50:00,PE,4,10,cubic
2026-01-27 10:55:00,CE,4,10,cubic
2026-01-27 10:55:00,PE,4,10,cubic
2026-01-27 11:00:00,CE,4,10,cubic
2026-01-27 11:00:00,PE,3,11,cubic
2026-01-27 11:05:00,CE,2,12,cubic
2026-01-27 11:05:00,PE,4,10,cubic
2026-01-27 11:10:00,CE,4,10,cubic
2026-01-27 11:10:00,PE,3,11,cubic
2026-01-27 11:15:00,CE,1,13,cubic
2026-01-27 11:15:00,PE,3,11,cubic
2026-01-27 11:20:00,CE,2,12,cubic
2026-01-27 11:25:00,CE,2,12,cubic
2026-01-27 11:25:00,PE,4,10,cubic
2026-01-27 11:30:00,CE,3,11,cubic
2026-01-27 11:30:00,PE,2,12,cubic
2026-01-27 11:35:00,CE,1,13,cubic
2026-01-27 11:35:00,PE,2,12,cubic
2026-01-27 11:40:00,CE,2,12,cubic
2026-01-27 11:40:00,PE,2,12,cubic
2026-01-27 11:45:00,CE,2,12,cubic
2026-01-27 11:45:00,PE,3,11,cubic
2026-01-27 11:50:00,CE,2,12,cubic
2026-01-27 11:50:00,PE,2,12,cubic
2026-01-27 11:55:00,CE,3,11,cubic
2026-01-27 11:55:00,PE,5,9,cubic
2026-01-27 12:00:00,CE,4,10,cubic
2026-01-27 12:00:00,PE,4,10,cubic
2026-01-27 12:05:00,CE,2,12,cubic
2026-01-27 12:05:00,PE,3,11,cubic
2026-01-27 12:10:00,CE,2,12,cubic
2026-01-27 12:10:00,PE,1,13,cubic
2026-01-27 12:15:00,CE,2,12,cubic
2026-01-27 12:15:00,PE,2,12,cubic
2026-01-27 12:20:00,CE,2,12,cubic
2026-01-27 12:20:00,PE,3,11,cubic
2026-01-27 12:25:00,CE,2,12,cubic
2026-01-27 12:25:00,PE,2,12,cubic
2026-01-27 12:30:00,CE,1,13,cubic
2026-01-27 12:35:00,CE,2,12,cubic
2026-01-27 12:35:00,PE,4,10,cubic
2026-01-27 12:40:00,CE,4,10,cubic
2026-01-27 12:40:00,PE,5,9,cubic
2026-01-27 12:45:00,CE,4,10,cubic
2026-01-27 12:50:00,CE,3,11,cubic
2026-01-27 12:50:00,PE,3,11,cubic
2026-01-27 12:55:00,CE,4,10,cubic
2026-01-27 12:55:00,PE,2,12,cubic
2026-01-27 13:00:00,CE,2,12,cubic
2026-01-27 13:00:00,PE,2,12,cubic
2026-01-27 13:05:00,PE,3,11,cubic
2026-01-27 13:10:00,PE,4,10,cubic
2026-01-27 13:15:00,CE,2,12,cubic
2026-01-27 13:15:00,PE,2,12,cubic
2026-01-27 13:20:00,CE,2,12,cubic
2026-01-27 13:20:00,PE,4,10,cubic
2026-01-27 13:25:00,CE,1,13,cubic
2026-01-27 13:25:00,PE,2,12,cubic
2026-01-27 13:30:00,CE,2,12,cubic
2026-01-27 13:30:00,PE,3,11,cubic
2026-01-27 13:35:00,CE,6,8,cubic
2026-01-27 13:35:00,PE,5,9,cubic
2026-01-27 13:40:00,CE,2,12,cubic
2026-01-27 13:45:00,CE,8,6,cubic
2026-01-27 13:45:00,PE,4,10,cubic
2026-01-27 13:50:00,CE,1,13,cubic
2026-01-27 13:50:00,PE,3,11,cubic
2026-01-27 13:55:00,CE,2,12,cubic
2026-01-27 13:55:00,PE,7,7,cubic
2026-01-27 14:00:00,PE,5,9,cubic
2026-01-27 14:05:00,CE,6,8,cubic
2026-01-27 14:05:00,PE,2,12,cubic
2026-01-27 14:10:00,CE,3,11,cubic
2026-01-27 14:10:00,PE,3,11,cubic
2026-01-27 14:15:00,CE,2,12,cubic
2026-01-27 14:15:00,PE,3,11,cubic
2026-01-27 14:20:00,CE,4,10,cubic
2026-01-27 14:20:00,PE,1,13,cubic
2026-01-27 14:25:00,CE,1,13,cubic
2026-01-27 14:25:00,PE,8,6,cubic
2026-01-27 14:30:00,CE,1,13,cubic
2026-01-27 14:30:00,PE,4,10,cubic
2026-01-27 14:35:00,CE,1,13,cubic
2026-01-27 14:35:00,PE,4,10,cubic
2026-01-27 14:40:00,CE,2,12,cubic
2026-01-27 14:40:00,PE,2,12,cubic
2026-01-27 14:45:00,CE,3,11,cubic
2026-01-27 14:45:00,PE,3,11,cubic
2026-01-27 14:50:00,CE,2,12,cubic
2026-01-27 14:50:00,PE,4,10,cubic
2026-01-27 14:55:00,CE,3,11,cubic
2026-01-27 14:55:00,PE,3,11,cubic
2026-01-27 15:00:00,CE,1,13,cubic
2026-01-27 15:00:00,PE,3,11,cubic
2026-01-27 15:05:00,CE,1,13,cubic
2026-01-27 15:05:00,PE,4,10,cubic
2026-01-27 15:10:00,CE,4,10,cubic
2026-01-27 15:10:00,PE,3,11,cubic
2026-01-27 15:15:00,CE,3,11,cubic
2026-01-27 15:15:00,PE,1,13,cubic
2026-01-27 15:20:00,CE,4,10,cubic
2026-01-27 15:20:00,PE,3,11,cubic
2026-01-27 15:25:00,CE,4,10,cubic
2026-01-27 15:25:00,PE,3,11,cubic
